"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Ziga Habat","G","6-4","185","FR","Ljubljana, Slovenia"
"3","Jalen Knight","G","6-0","175","FR","Charlotte, NC"
"4","George Blagojevic","F","6-8","220","JR","Geelong, VIC"
"5","John Carroll","F","6-8","220","JR","Dublin, Ireland"
"10","Nikola Colovic","F","6-10","225","FR","Belgrade, Serbia"
"11","Andrew Ramirez","G","6-2","185","JR","Madrid, Spain"
"12","Jason Dunne","G","6-4","185","JR","Matawan, NJ"
"13","J.R. Lynch","G","5-10","170","JR","Hoboken, NJ"
"15","Jack Hobbs","F","6-7","195","SR","Anchorage, AK"
"20","Max Twyman","G","6-5","200","JR","Rye, NY"
"22","Travis Weatherington","G","6-2","215","JR","Palm Beach, FL"
"33","Mark Plousis","G","6-5","185","SR","Havertown, PA"
"34","Branislav Terzic","F","6-5","185","FR","Belgrade, Serbia"
"44","Hassan Attia","C","6-10","270","SR","Alexandria, Egypt"
"45","Petr Stepanyants","F","6-9","220","FR","Moscow, Russia"
